# 1.Supply reference no.| 2.Node| 3.Product| 4.Bid| 5.Capacity| 6. Period | 7. Supplier ID| 8. Contract ID
S22200|NC092|Digestate|0.0|10.970170147260275|Z024|CAFO092|
S22201|NC092|Digestate|0.0|10.970170147260275|Z025|CAFO092|
S22202|NC092|Digestate|0.0|10.970170147260275|Z026|CAFO092|
S22203|NC092|Digestate|0.0|10.970170147260275|Z027|CAFO092|
S22204|NC092|Digestate|0.0|10.970170147260275|Z028|CAFO092|
S22205|NC092|Digestate|0.0|10.970170147260275|Z029|CAFO092|
S22206|NC092|Digestate|0.0|10.970170147260275|Z030|CAFO092|
S22207|NC092|Digestate|0.0|10.970170147260275|Z031|CAFO092|
S22208|NC092|Digestate|0.0|10.970170147260275|Z032|CAFO092|
S22209|NC092|Digestate|0.0|10.970170147260275|Z033|CAFO092|
S22210|NC092|Digestate|0.0|10.970170147260275|Z034|CAFO092|
S22211|NC092|Digestate|0.0|10.970170147260275|Z035|CAFO092|
S22212|NC092|Digestate|0.0|10.970170147260275|Z036|CAFO092|
S22213|NC092|Digestate|0.0|10.970170147260275|Z037|CAFO092|
S22214|NC092|Digestate|0.0|10.970170147260275|Z038|CAFO092|
S22215|NC092|Digestate|0.0|10.970170147260275|Z039|CAFO092|
S22216|NC092|Digestate|0.0|10.970170147260275|Z040|CAFO092|
S22217|NC092|Digestate|0.0|10.970170147260275|Z041|CAFO092|
S22218|NC092|Digestate|0.0|10.970170147260275|Z042|CAFO092|
S22219|NC092|Digestate|0.0|10.970170147260275|Z043|CAFO092|
S22220|NC092|Digestate|0.0|10.970170147260275|Z044|CAFO092|
S22221|NC092|Digestate|0.0|10.970170147260275|Z045|CAFO092|
S22222|NC092|Digestate|0.0|10.970170147260275|Z046|CAFO092|
S22223|NC092|Digestate|0.0|10.970170147260275|Z047|CAFO092|
S22224|NC092|Digestate|0.0|10.970170147260275|Z048|CAFO092|
S22225|NC092|Digestate|0.0|10.970170147260275|Z049|CAFO092|
S22226|NC092|Digestate|0.0|10.970170147260275|Z050|CAFO092|
S22227|NC092|Digestate|0.0|10.970170147260275|Z051|CAFO092|
S22228|NC092|Digestate|0.0|10.970170147260275|Z052|CAFO092|
S22229|NC092|Digestate|0.0|10.970170147260275|Z053|CAFO092|
S22230|NC092|Digestate|0.0|10.970170147260275|Z054|CAFO092|
S22231|NC092|Digestate|0.0|10.970170147260275|Z055|CAFO092|
S22232|NC092|Digestate|0.0|10.970170147260275|Z056|CAFO092|
S22233|NC092|Digestate|0.0|10.970170147260275|Z057|CAFO092|
S22234|NC092|Digestate|0.0|10.970170147260275|Z058|CAFO092|
S22235|NC092|Digestate|0.0|10.970170147260275|Z059|CAFO092|
S22236|NC092|Digestate|0.0|10.970170147260275|Z060|CAFO092|
S22237|NC092|Digestate|0.0|10.970170147260275|Z061|CAFO092|
S22238|NC092|Digestate|0.0|10.970170147260275|Z062|CAFO092|
S22239|NC092|Digestate|0.0|10.970170147260275|Z063|CAFO092|
S22240|NC092|Digestate|0.0|10.970170147260275|Z064|CAFO092|
S22241|NC092|Digestate|0.0|10.970170147260275|Z065|CAFO092|
S22242|NC092|Digestate|0.0|10.970170147260275|Z066|CAFO092|
S22243|NC092|Digestate|0.0|10.970170147260275|Z067|CAFO092|
S22244|NC092|Digestate|0.0|10.970170147260275|Z068|CAFO092|
S22245|NC092|Digestate|0.0|10.970170147260275|Z069|CAFO092|
S22246|NC092|Digestate|0.0|10.970170147260275|Z070|CAFO092|
S22247|NC092|Digestate|0.0|10.970170147260275|Z071|CAFO092|
S22248|NC092|Digestate|0.0|10.970170147260275|Z072|CAFO092|
S22249|NC092|Digestate|0.0|10.970170147260275|Z073|CAFO092|
S22250|NC092|Digestate|0.0|10.970170147260275|Z074|CAFO092|
S22251|NC092|Digestate|0.0|10.970170147260275|Z075|CAFO092|
S22252|NC092|Digestate|0.0|10.970170147260275|Z076|CAFO092|
S22253|NC092|Digestate|0.0|10.970170147260275|Z077|CAFO092|
S22254|NC092|Digestate|0.0|10.970170147260275|Z078|CAFO092|
S22255|NC092|Digestate|0.0|10.970170147260275|Z079|CAFO092|
S22256|NC092|Digestate|0.0|10.970170147260275|Z080|CAFO092|
S22257|NC092|Digestate|0.0|10.970170147260275|Z081|CAFO092|
S22258|NC092|Digestate|0.0|10.970170147260275|Z082|CAFO092|
S22259|NC092|Digestate|0.0|10.970170147260275|Z083|CAFO092|
S22260|NC092|Digestate|0.0|10.970170147260275|Z084|CAFO092|
S22261|NC092|Digestate|0.0|10.970170147260275|Z085|CAFO092|
S22262|NC092|Digestate|0.0|10.970170147260275|Z086|CAFO092|
S22263|NC092|Digestate|0.0|10.970170147260275|Z087|CAFO092|
S22264|NC092|Digestate|0.0|10.970170147260275|Z088|CAFO092|
S22265|NC092|Digestate|0.0|10.970170147260275|Z089|CAFO092|
S22266|NC092|Digestate|0.0|10.970170147260275|Z090|CAFO092|
S22267|NC092|Digestate|0.0|10.970170147260275|Z091|CAFO092|
S22268|NC092|Digestate|0.0|10.970170147260275|Z092|CAFO092|
S22269|NC092|Digestate|0.0|10.970170147260275|Z093|CAFO092|
S22270|NC092|Digestate|0.0|10.970170147260275|Z094|CAFO092|
S22271|NC092|Digestate|0.0|10.970170147260275|Z095|CAFO092|
S22272|NC092|Digestate|0.0|10.970170147260275|Z096|CAFO092|
S22273|NC092|Digestate|0.0|10.970170147260275|Z097|CAFO092|
S22274|NC092|Digestate|0.0|10.970170147260275|Z098|CAFO092|
S22275|NC092|Digestate|0.0|10.970170147260275|Z099|CAFO092|
S22276|NC092|Digestate|0.0|10.970170147260275|Z100|CAFO092|
S22277|NC092|Digestate|0.0|10.970170147260275|Z101|CAFO092|
S22278|NC092|Digestate|0.0|10.970170147260275|Z102|CAFO092|
S22279|NC092|Digestate|0.0|10.970170147260275|Z103|CAFO092|
S22280|NC092|Digestate|0.0|10.970170147260275|Z104|CAFO092|
S22281|NC092|Digestate|0.0|10.970170147260275|Z105|CAFO092|
S22282|NC092|Digestate|0.0|10.970170147260275|Z106|CAFO092|
S22283|NC092|Digestate|0.0|10.970170147260275|Z107|CAFO092|
S22284|NC092|Digestate|0.0|10.970170147260275|Z108|CAFO092|
S22285|NC092|Digestate|0.0|10.970170147260275|Z109|CAFO092|
S22286|NC092|Digestate|0.0|10.970170147260275|Z110|CAFO092|
S22287|NC092|Digestate|0.0|10.970170147260275|Z111|CAFO092|
S22288|NC092|Digestate|0.0|10.970170147260275|Z112|CAFO092|
S22289|NC092|Digestate|0.0|10.970170147260275|Z113|CAFO092|
S22290|NC092|Digestate|0.0|10.970170147260275|Z114|CAFO092|
S22291|NC092|Digestate|0.0|10.970170147260275|Z115|CAFO092|
S22292|NC092|Digestate|0.0|10.970170147260275|Z116|CAFO092|
S22293|NC092|Digestate|0.0|10.970170147260275|Z117|CAFO092|
S22294|NC092|Digestate|0.0|10.970170147260275|Z118|CAFO092|
S22295|NC092|Digestate|0.0|10.970170147260275|Z119|CAFO092|
S22296|NC092|Digestate|0.0|10.970170147260275|Z120|CAFO092|
S22297|NC092|Digestate|0.0|10.970170147260275|Z121|CAFO092|
S22298|NC092|Digestate|0.0|10.970170147260275|Z122|CAFO092|
S22299|NC092|Digestate|0.0|10.970170147260275|Z123|CAFO092|
S22300|NC092|Digestate|0.0|10.970170147260275|Z124|CAFO092|
S22301|NC092|Digestate|0.0|10.970170147260275|Z125|CAFO092|
S22302|NC092|Digestate|0.0|10.970170147260275|Z126|CAFO092|
S22303|NC092|Digestate|0.0|10.970170147260275|Z127|CAFO092|
S22304|NC092|Digestate|0.0|10.970170147260275|Z128|CAFO092|
S22305|NC092|Digestate|0.0|10.970170147260275|Z129|CAFO092|
S22306|NC092|Digestate|0.0|10.970170147260275|Z130|CAFO092|
S22307|NC092|Digestate|0.0|10.970170147260275|Z131|CAFO092|
S22308|NC092|Digestate|0.0|10.970170147260275|Z132|CAFO092|
S22309|NC092|Digestate|0.0|10.970170147260275|Z133|CAFO092|
S22310|NC092|Digestate|0.0|10.970170147260275|Z134|CAFO092|
S22311|NC092|Digestate|0.0|10.970170147260275|Z135|CAFO092|
S22312|NC092|Digestate|0.0|10.970170147260275|Z136|CAFO092|
S22313|NC092|Digestate|0.0|10.970170147260275|Z137|CAFO092|
S22314|NC092|Digestate|0.0|10.970170147260275|Z138|CAFO092|
S22315|NC092|Digestate|0.0|10.970170147260275|Z139|CAFO092|
S22316|NC092|Digestate|0.0|10.970170147260275|Z140|CAFO092|
S22317|NC092|Digestate|0.0|10.970170147260275|Z141|CAFO092|
S22318|NC092|Digestate|0.0|10.970170147260275|Z142|CAFO092|
S22319|NC092|Digestate|0.0|10.970170147260275|Z143|CAFO092|
S22320|NC092|Digestate|0.0|10.970170147260275|Z144|CAFO092|
S22321|NC092|Digestate|0.0|10.970170147260275|Z145|CAFO092|
S22322|NC092|Digestate|0.0|10.970170147260275|Z146|CAFO092|
S22323|NC092|Digestate|0.0|10.970170147260275|Z147|CAFO092|
S22324|NC092|Digestate|0.0|10.970170147260275|Z148|CAFO092|
S22325|NC092|Digestate|0.0|10.970170147260275|Z149|CAFO092|
S22326|NC092|Digestate|0.0|10.970170147260275|Z150|CAFO092|
S22327|NC092|Digestate|0.0|10.970170147260275|Z151|CAFO092|
S22328|NC092|Digestate|0.0|10.970170147260275|Z152|CAFO092|
S22329|NC092|Digestate|0.0|10.970170147260275|Z153|CAFO092|
S22330|NC092|Digestate|0.0|10.970170147260275|Z154|CAFO092|
S22331|NC092|Digestate|0.0|10.970170147260275|Z155|CAFO092|
S22332|NC092|Digestate|0.0|10.970170147260275|Z156|CAFO092|
S22333|NC092|Digestate|0.0|10.970170147260275|Z157|CAFO092|
S22334|NC092|Digestate|0.0|10.970170147260275|Z158|CAFO092|
S22335|NC092|Digestate|0.0|10.970170147260275|Z159|CAFO092|
S22336|NC092|Digestate|0.0|10.970170147260275|Z160|CAFO092|
S22337|NC092|Digestate|0.0|10.970170147260275|Z161|CAFO092|
S22338|NC092|Digestate|0.0|10.970170147260275|Z162|CAFO092|
S22339|NC092|Digestate|0.0|10.970170147260275|Z163|CAFO092|
S22340|NC092|Digestate|0.0|10.970170147260275|Z164|CAFO092|
S22341|NC092|Digestate|0.0|10.970170147260275|Z165|CAFO092|
S22342|NC092|Digestate|0.0|10.970170147260275|Z166|CAFO092|
S22343|NC092|Digestate|0.0|10.970170147260275|Z167|CAFO092|
S22344|NC092|Digestate|0.0|10.970170147260275|Z168|CAFO092|
S22345|NC093|Digestate|0.0|9.391296058219178|Z001|CAFO093|
S22346|NC093|Digestate|0.0|9.391296058219178|Z002|CAFO093|
S22347|NC093|Digestate|0.0|9.391296058219178|Z003|CAFO093|
S22348|NC093|Digestate|0.0|9.391296058219178|Z004|CAFO093|
S22349|NC093|Digestate|0.0|9.391296058219178|Z005|CAFO093|
S22350|NC093|Digestate|0.0|9.391296058219178|Z006|CAFO093|
S22351|NC093|Digestate|0.0|9.391296058219178|Z007|CAFO093|
S22352|NC093|Digestate|0.0|9.391296058219178|Z008|CAFO093|
S22353|NC093|Digestate|0.0|9.391296058219178|Z009|CAFO093|
S22354|NC093|Digestate|0.0|9.391296058219178|Z010|CAFO093|
S22355|NC093|Digestate|0.0|9.391296058219178|Z011|CAFO093|
S22356|NC093|Digestate|0.0|9.391296058219178|Z012|CAFO093|
S22357|NC093|Digestate|0.0|9.391296058219178|Z013|CAFO093|
S22358|NC093|Digestate|0.0|9.391296058219178|Z014|CAFO093|
S22359|NC093|Digestate|0.0|9.391296058219178|Z015|CAFO093|
S22360|NC093|Digestate|0.0|9.391296058219178|Z016|CAFO093|
S22361|NC093|Digestate|0.0|9.391296058219178|Z017|CAFO093|
S22362|NC093|Digestate|0.0|9.391296058219178|Z018|CAFO093|
S22363|NC093|Digestate|0.0|9.391296058219178|Z019|CAFO093|
S22364|NC093|Digestate|0.0|9.391296058219178|Z020|CAFO093|
S22365|NC093|Digestate|0.0|9.391296058219178|Z021|CAFO093|
S22366|NC093|Digestate|0.0|9.391296058219178|Z022|CAFO093|
S22367|NC093|Digestate|0.0|9.391296058219178|Z023|CAFO093|
S22368|NC093|Digestate|0.0|9.391296058219178|Z024|CAFO093|
S22369|NC093|Digestate|0.0|9.391296058219178|Z025|CAFO093|
S22370|NC093|Digestate|0.0|9.391296058219178|Z026|CAFO093|
S22371|NC093|Digestate|0.0|9.391296058219178|Z027|CAFO093|
S22372|NC093|Digestate|0.0|9.391296058219178|Z028|CAFO093|
S22373|NC093|Digestate|0.0|9.391296058219178|Z029|CAFO093|
S22374|NC093|Digestate|0.0|9.391296058219178|Z030|CAFO093|
S22375|NC093|Digestate|0.0|9.391296058219178|Z031|CAFO093|
S22376|NC093|Digestate|0.0|9.391296058219178|Z032|CAFO093|
S22377|NC093|Digestate|0.0|9.391296058219178|Z033|CAFO093|
S22378|NC093|Digestate|0.0|9.391296058219178|Z034|CAFO093|
S22379|NC093|Digestate|0.0|9.391296058219178|Z035|CAFO093|
S22380|NC093|Digestate|0.0|9.391296058219178|Z036|CAFO093|
S22381|NC093|Digestate|0.0|9.391296058219178|Z037|CAFO093|
S22382|NC093|Digestate|0.0|9.391296058219178|Z038|CAFO093|
S22383|NC093|Digestate|0.0|9.391296058219178|Z039|CAFO093|
S22384|NC093|Digestate|0.0|9.391296058219178|Z040|CAFO093|
S22385|NC093|Digestate|0.0|9.391296058219178|Z041|CAFO093|
S22386|NC093|Digestate|0.0|9.391296058219178|Z042|CAFO093|
S22387|NC093|Digestate|0.0|9.391296058219178|Z043|CAFO093|
S22388|NC093|Digestate|0.0|9.391296058219178|Z044|CAFO093|
S22389|NC093|Digestate|0.0|9.391296058219178|Z045|CAFO093|
S22390|NC093|Digestate|0.0|9.391296058219178|Z046|CAFO093|
S22391|NC093|Digestate|0.0|9.391296058219178|Z047|CAFO093|
S22392|NC093|Digestate|0.0|9.391296058219178|Z048|CAFO093|
S22393|NC093|Digestate|0.0|9.391296058219178|Z049|CAFO093|
S22394|NC093|Digestate|0.0|9.391296058219178|Z050|CAFO093|
S22395|NC093|Digestate|0.0|9.391296058219178|Z051|CAFO093|
S22396|NC093|Digestate|0.0|9.391296058219178|Z052|CAFO093|
S22397|NC093|Digestate|0.0|9.391296058219178|Z053|CAFO093|
S22398|NC093|Digestate|0.0|9.391296058219178|Z054|CAFO093|
S22399|NC093|Digestate|0.0|9.391296058219178|Z055|CAFO093|
S22400|NC093|Digestate|0.0|9.391296058219178|Z056|CAFO093|
S22401|NC093|Digestate|0.0|9.391296058219178|Z057|CAFO093|
S22402|NC093|Digestate|0.0|9.391296058219178|Z058|CAFO093|
S22403|NC093|Digestate|0.0|9.391296058219178|Z059|CAFO093|
S22404|NC093|Digestate|0.0|9.391296058219178|Z060|CAFO093|
S22405|NC093|Digestate|0.0|9.391296058219178|Z061|CAFO093|
S22406|NC093|Digestate|0.0|9.391296058219178|Z062|CAFO093|
S22407|NC093|Digestate|0.0|9.391296058219178|Z063|CAFO093|
S22408|NC093|Digestate|0.0|9.391296058219178|Z064|CAFO093|
S22409|NC093|Digestate|0.0|9.391296058219178|Z065|CAFO093|
S22410|NC093|Digestate|0.0|9.391296058219178|Z066|CAFO093|
S22411|NC093|Digestate|0.0|9.391296058219178|Z067|CAFO093|
S22412|NC093|Digestate|0.0|9.391296058219178|Z068|CAFO093|
S22413|NC093|Digestate|0.0|9.391296058219178|Z069|CAFO093|
S22414|NC093|Digestate|0.0|9.391296058219178|Z070|CAFO093|
S22415|NC093|Digestate|0.0|9.391296058219178|Z071|CAFO093|
S22416|NC093|Digestate|0.0|9.391296058219178|Z072|CAFO093|
S22417|NC093|Digestate|0.0|9.391296058219178|Z073|CAFO093|
S22418|NC093|Digestate|0.0|9.391296058219178|Z074|CAFO093|
S22419|NC093|Digestate|0.0|9.391296058219178|Z075|CAFO093|
S22420|NC093|Digestate|0.0|9.391296058219178|Z076|CAFO093|
S22421|NC093|Digestate|0.0|9.391296058219178|Z077|CAFO093|
S22422|NC093|Digestate|0.0|9.391296058219178|Z078|CAFO093|
S22423|NC093|Digestate|0.0|9.391296058219178|Z079|CAFO093|
S22424|NC093|Digestate|0.0|9.391296058219178|Z080|CAFO093|
S22425|NC093|Digestate|0.0|9.391296058219178|Z081|CAFO093|
S22426|NC093|Digestate|0.0|9.391296058219178|Z082|CAFO093|
S22427|NC093|Digestate|0.0|9.391296058219178|Z083|CAFO093|
S22428|NC093|Digestate|0.0|9.391296058219178|Z084|CAFO093|
S22429|NC093|Digestate|0.0|9.391296058219178|Z085|CAFO093|
S22430|NC093|Digestate|0.0|9.391296058219178|Z086|CAFO093|
S22431|NC093|Digestate|0.0|9.391296058219178|Z087|CAFO093|
S22432|NC093|Digestate|0.0|9.391296058219178|Z088|CAFO093|
S22433|NC093|Digestate|0.0|9.391296058219178|Z089|CAFO093|
S22434|NC093|Digestate|0.0|9.391296058219178|Z090|CAFO093|
S22435|NC093|Digestate|0.0|9.391296058219178|Z091|CAFO093|
S22436|NC093|Digestate|0.0|9.391296058219178|Z092|CAFO093|
S22437|NC093|Digestate|0.0|9.391296058219178|Z093|CAFO093|
S22438|NC093|Digestate|0.0|9.391296058219178|Z094|CAFO093|
S22439|NC093|Digestate|0.0|9.391296058219178|Z095|CAFO093|
S22440|NC093|Digestate|0.0|9.391296058219178|Z096|CAFO093|
S22441|NC093|Digestate|0.0|9.391296058219178|Z097|CAFO093|
S22442|NC093|Digestate|0.0|9.391296058219178|Z098|CAFO093|
S22443|NC093|Digestate|0.0|9.391296058219178|Z099|CAFO093|
S22444|NC093|Digestate|0.0|9.391296058219178|Z100|CAFO093|
S22445|NC093|Digestate|0.0|9.391296058219178|Z101|CAFO093|
S22446|NC093|Digestate|0.0|9.391296058219178|Z102|CAFO093|
S22447|NC093|Digestate|0.0|9.391296058219178|Z103|CAFO093|
S22448|NC093|Digestate|0.0|9.391296058219178|Z104|CAFO093|
S22449|NC093|Digestate|0.0|9.391296058219178|Z105|CAFO093|
S22450|NC093|Digestate|0.0|9.391296058219178|Z106|CAFO093|
S22451|NC093|Digestate|0.0|9.391296058219178|Z107|CAFO093|
S22452|NC093|Digestate|0.0|9.391296058219178|Z108|CAFO093|
S22453|NC093|Digestate|0.0|9.391296058219178|Z109|CAFO093|
S22454|NC093|Digestate|0.0|9.391296058219178|Z110|CAFO093|
S22455|NC093|Digestate|0.0|9.391296058219178|Z111|CAFO093|
S22456|NC093|Digestate|0.0|9.391296058219178|Z112|CAFO093|
S22457|NC093|Digestate|0.0|9.391296058219178|Z113|CAFO093|
S22458|NC093|Digestate|0.0|9.391296058219178|Z114|CAFO093|
S22459|NC093|Digestate|0.0|9.391296058219178|Z115|CAFO093|
S22460|NC093|Digestate|0.0|9.391296058219178|Z116|CAFO093|
S22461|NC093|Digestate|0.0|9.391296058219178|Z117|CAFO093|
S22462|NC093|Digestate|0.0|9.391296058219178|Z118|CAFO093|
S22463|NC093|Digestate|0.0|9.391296058219178|Z119|CAFO093|
S22464|NC093|Digestate|0.0|9.391296058219178|Z120|CAFO093|
S22465|NC093|Digestate|0.0|9.391296058219178|Z121|CAFO093|
S22466|NC093|Digestate|0.0|9.391296058219178|Z122|CAFO093|
S22467|NC093|Digestate|0.0|9.391296058219178|Z123|CAFO093|
S22468|NC093|Digestate|0.0|9.391296058219178|Z124|CAFO093|
S22469|NC093|Digestate|0.0|9.391296058219178|Z125|CAFO093|
S22470|NC093|Digestate|0.0|9.391296058219178|Z126|CAFO093|
S22471|NC093|Digestate|0.0|9.391296058219178|Z127|CAFO093|
S22472|NC093|Digestate|0.0|9.391296058219178|Z128|CAFO093|
S22473|NC093|Digestate|0.0|9.391296058219178|Z129|CAFO093|
S22474|NC093|Digestate|0.0|9.391296058219178|Z130|CAFO093|
S22475|NC093|Digestate|0.0|9.391296058219178|Z131|CAFO093|
S22476|NC093|Digestate|0.0|9.391296058219178|Z132|CAFO093|
S22477|NC093|Digestate|0.0|9.391296058219178|Z133|CAFO093|
S22478|NC093|Digestate|0.0|9.391296058219178|Z134|CAFO093|
S22479|NC093|Digestate|0.0|9.391296058219178|Z135|CAFO093|
S22480|NC093|Digestate|0.0|9.391296058219178|Z136|CAFO093|
S22481|NC093|Digestate|0.0|9.391296058219178|Z137|CAFO093|
S22482|NC093|Digestate|0.0|9.391296058219178|Z138|CAFO093|
S22483|NC093|Digestate|0.0|9.391296058219178|Z139|CAFO093|
S22484|NC093|Digestate|0.0|9.391296058219178|Z140|CAFO093|
S22485|NC093|Digestate|0.0|9.391296058219178|Z141|CAFO093|
S22486|NC093|Digestate|0.0|9.391296058219178|Z142|CAFO093|
S22487|NC093|Digestate|0.0|9.391296058219178|Z143|CAFO093|
S22488|NC093|Digestate|0.0|9.391296058219178|Z144|CAFO093|
S22489|NC093|Digestate|0.0|9.391296058219178|Z145|CAFO093|
S22490|NC093|Digestate|0.0|9.391296058219178|Z146|CAFO093|
S22491|NC093|Digestate|0.0|9.391296058219178|Z147|CAFO093|
S22492|NC093|Digestate|0.0|9.391296058219178|Z148|CAFO093|
S22493|NC093|Digestate|0.0|9.391296058219178|Z149|CAFO093|
S22494|NC093|Digestate|0.0|9.391296058219178|Z150|CAFO093|
S22495|NC093|Digestate|0.0|9.391296058219178|Z151|CAFO093|
S22496|NC093|Digestate|0.0|9.391296058219178|Z152|CAFO093|
S22497|NC093|Digestate|0.0|9.391296058219178|Z153|CAFO093|
S22498|NC093|Digestate|0.0|9.391296058219178|Z154|CAFO093|
S22499|NC093|Digestate|0.0|9.391296058219178|Z155|CAFO093|
S22500|NC093|Digestate|0.0|9.391296058219178|Z156|CAFO093|
S22501|NC093|Digestate|0.0|9.391296058219178|Z157|CAFO093|
S22502|NC093|Digestate|0.0|9.391296058219178|Z158|CAFO093|
S22503|NC093|Digestate|0.0|9.391296058219178|Z159|CAFO093|
S22504|NC093|Digestate|0.0|9.391296058219178|Z160|CAFO093|
S22505|NC093|Digestate|0.0|9.391296058219178|Z161|CAFO093|
S22506|NC093|Digestate|0.0|9.391296058219178|Z162|CAFO093|
S22507|NC093|Digestate|0.0|9.391296058219178|Z163|CAFO093|
S22508|NC093|Digestate|0.0|9.391296058219178|Z164|CAFO093|
S22509|NC093|Digestate|0.0|9.391296058219178|Z165|CAFO093|
S22510|NC093|Digestate|0.0|9.391296058219178|Z166|CAFO093|
S22511|NC093|Digestate|0.0|9.391296058219178|Z167|CAFO093|
S22512|NC093|Digestate|0.0|9.391296058219178|Z168|CAFO093|
S22513|NC094|Digestate|0.0|10.516721880136986|Z001|CAFO094|
S22514|NC094|Digestate|0.0|10.516721880136986|Z002|CAFO094|
S22515|NC094|Digestate|0.0|10.516721880136986|Z003|CAFO094|
S22516|NC094|Digestate|0.0|10.516721880136986|Z004|CAFO094|
S22517|NC094|Digestate|0.0|10.516721880136986|Z005|CAFO094|
S22518|NC094|Digestate|0.0|10.516721880136986|Z006|CAFO094|
S22519|NC094|Digestate|0.0|10.516721880136986|Z007|CAFO094|
S22520|NC094|Digestate|0.0|10.516721880136986|Z008|CAFO094|
S22521|NC094|Digestate|0.0|10.516721880136986|Z009|CAFO094|
S22522|NC094|Digestate|0.0|10.516721880136986|Z010|CAFO094|
S22523|NC094|Digestate|0.0|10.516721880136986|Z011|CAFO094|
S22524|NC094|Digestate|0.0|10.516721880136986|Z012|CAFO094|
S22525|NC094|Digestate|0.0|10.516721880136986|Z013|CAFO094|
S22526|NC094|Digestate|0.0|10.516721880136986|Z014|CAFO094|
S22527|NC094|Digestate|0.0|10.516721880136986|Z015|CAFO094|
S22528|NC094|Digestate|0.0|10.516721880136986|Z016|CAFO094|
S22529|NC094|Digestate|0.0|10.516721880136986|Z017|CAFO094|
S22530|NC094|Digestate|0.0|10.516721880136986|Z018|CAFO094|
S22531|NC094|Digestate|0.0|10.516721880136986|Z019|CAFO094|
S22532|NC094|Digestate|0.0|10.516721880136986|Z020|CAFO094|
S22533|NC094|Digestate|0.0|10.516721880136986|Z021|CAFO094|
S22534|NC094|Digestate|0.0|10.516721880136986|Z022|CAFO094|
S22535|NC094|Digestate|0.0|10.516721880136986|Z023|CAFO094|
S22536|NC094|Digestate|0.0|10.516721880136986|Z024|CAFO094|
S22537|NC094|Digestate|0.0|10.516721880136986|Z025|CAFO094|
S22538|NC094|Digestate|0.0|10.516721880136986|Z026|CAFO094|
S22539|NC094|Digestate|0.0|10.516721880136986|Z027|CAFO094|
S22540|NC094|Digestate|0.0|10.516721880136986|Z028|CAFO094|
S22541|NC094|Digestate|0.0|10.516721880136986|Z029|CAFO094|
S22542|NC094|Digestate|0.0|10.516721880136986|Z030|CAFO094|
S22543|NC094|Digestate|0.0|10.516721880136986|Z031|CAFO094|
S22544|NC094|Digestate|0.0|10.516721880136986|Z032|CAFO094|
S22545|NC094|Digestate|0.0|10.516721880136986|Z033|CAFO094|
S22546|NC094|Digestate|0.0|10.516721880136986|Z034|CAFO094|
S22547|NC094|Digestate|0.0|10.516721880136986|Z035|CAFO094|
S22548|NC094|Digestate|0.0|10.516721880136986|Z036|CAFO094|
S22549|NC094|Digestate|0.0|10.516721880136986|Z037|CAFO094|
S22550|NC094|Digestate|0.0|10.516721880136986|Z038|CAFO094|
S22551|NC094|Digestate|0.0|10.516721880136986|Z039|CAFO094|
S22552|NC094|Digestate|0.0|10.516721880136986|Z040|CAFO094|
S22553|NC094|Digestate|0.0|10.516721880136986|Z041|CAFO094|
S22554|NC094|Digestate|0.0|10.516721880136986|Z042|CAFO094|
S22555|NC094|Digestate|0.0|10.516721880136986|Z043|CAFO094|
S22556|NC094|Digestate|0.0|10.516721880136986|Z044|CAFO094|
S22557|NC094|Digestate|0.0|10.516721880136986|Z045|CAFO094|
S22558|NC094|Digestate|0.0|10.516721880136986|Z046|CAFO094|
S22559|NC094|Digestate|0.0|10.516721880136986|Z047|CAFO094|
S22560|NC094|Digestate|0.0|10.516721880136986|Z048|CAFO094|
S22561|NC094|Digestate|0.0|10.516721880136986|Z049|CAFO094|
S22562|NC094|Digestate|0.0|10.516721880136986|Z050|CAFO094|
S22563|NC094|Digestate|0.0|10.516721880136986|Z051|CAFO094|
S22564|NC094|Digestate|0.0|10.516721880136986|Z052|CAFO094|
S22565|NC094|Digestate|0.0|10.516721880136986|Z053|CAFO094|
S22566|NC094|Digestate|0.0|10.516721880136986|Z054|CAFO094|
S22567|NC094|Digestate|0.0|10.516721880136986|Z055|CAFO094|
S22568|NC094|Digestate|0.0|10.516721880136986|Z056|CAFO094|
